sent_id, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
167, -58.205514907836914, -6.467279434204102, -29.551716194242307, -1, -1, -1, -1
168, -102.51905536651611, -3.6613948345184326, -26.21286218837609, -1, -1, -1, -1
169, -30.478766441345215, -5.079794406890869, -18.767405517018005, -1, -1, -1, -1
170, -60.41939353942871, -4.315670967102051, -24.026719667417776, -1, -1, -1, -1
171, -68.49868297576904, -3.8054823875427246, -23.37873202119381, -1, -1, -1, -1
172, -42.96313190460205, -3.304856300354004, -17.840167558781772, -1, -1, -1, -1
173, -170.83374977111816, -4.880964279174805, -37.44955667529666, -1, -1, -1, -1
174, -31.177255630493164, -3.8971569538116455, -16.795935660776383, -1, -1, -1, -1
175, -81.43064498901367, -4.071532249450684, -25.999013414732147, -1, -1, -1, -1
176, -25.916132926940918, -4.319355487823486, -15.957948200064232, -1, -1, -1, -1
177, -136.5300350189209, -4.137273788452148, -31.18331807653178, -1, -1, -1, -1
178, -24.10201358795166, -3.4431447982788086, -13.84297168029813, -1, -1, -1, -1
179, -33.83449602127075, -3.7593884468078613, -17.178224874034907, -1, -1, -1, -1
180, -44.71523141860962, -4.06502103805542, -20.40236425093863, -1, -1, -1, -1
181, -123.4519829750061, -4.572295665740967, -32.35184758839809, -1, -1, -1, -1
182, -70.98844146728516, -4.436777591705322, -26.057527572120193, -1, -1, -1, -1
183, -139.27124404907227, -4.220340728759766, -31.809407369555288, -1, -1, -1, -1
184, -97.41917896270752, -4.639008522033691, -30.14302175576908, -1, -1, -1, -1
185, -66.3878402709961, -4.149240016937256, -24.36879782904113, -1, -1, -1, -1
186, -76.21258735656738, -4.23403263092041, -26.011502397517567, -1, -1, -1, -1
187, -57.19507455825806, -3.813004970550537, -21.830095430799847, -1, -1, -1, -1
188, -60.606231689453125, -4.662017822265625, -25.166352649686058, -1, -1, -1, -1
189, -29.828629970550537, -4.261232852935791, -17.13204908949333, -1, -1, -1, -1
190, -31.31484317779541, -5.219140529632568, -19.282222650004744, -1, -1, -1, -1
191, -59.198936462402344, -4.553764343261719, -24.581982247849258, -1, -1, -1, -1
192, -89.72788095474243, -2.990929365158081, -21.887389989660193, -1, -1, -1, -1
193, -45.72201728820801, -2.2861008644104004, -14.59803420426197, -1, -1, -1, -1
194, -43.28982162475586, -5.411227703094482, -23.321265585183397, -1, -1, -1, -1
195, -49.906922340393066, -3.838994026184082, -20.723532420138834, -1, -1, -1, -1
196, -39.6476674079895, -3.6043334007263184, -18.090170317696675, -1, -1, -1, -1
197, -42.599853515625, -5.324981689453125, -22.9495632100194, -1, -1, -1, -1
198, -36.09966468811035, -5.157094955444336, -20.733812721588457, -1, -1, -1, -1
199, -49.4039306640625, -3.0877456665039062, -18.134561892631382, -1, -1, -1, -1
200, -65.10041046142578, -4.068775653839111, -23.896224589417212, -1, -1, -1, -1
201, -73.62172365188599, -3.3464419841766357, -22.10222369349019, -1, -1, -1, -1
202, -34.00874853134155, -6.8017497062683105, -22.600167149585168, -1, -1, -1, -1
203, -64.6243724822998, -4.971105575561523, -26.834860084812835, -1, -1, -1, -1
204, -74.97566628456116, -3.570269823074341, -23.198646960820152, -1, -1, -1, -1
205, -45.18549728393555, -5.020610809326172, -22.941279601166812, -1, -1, -1, -1
206, -108.92566967010498, -4.189448833465576, -29.27938052018048, -1, -1, -1, -1
207, -48.754098415374756, -3.2502732276916504, -18.60836145892513, -1, -1, -1, -1
208, -42.77142333984375, -5.346427917480469, -23.041991990892928, -1, -1, -1, -1
209, -35.024555683135986, -3.8916172981262207, -17.78243403595613, -1, -1, -1, -1
210, -59.07964324951172, -3.4752731323242188, -20.89395811790782, -1, -1, -1, -1
211, -36.63606548309326, -2.6168618202209473, -14.568906165948343, -1, -1, -1, -1
212, -44.55556869506836, -4.455556869506836, -21.406712891833905, -1, -1, -1, -1
213, -41.940269470214844, -4.194026947021484, -20.150192971376203, -1, -1, -1, -1
214, -54.27587032318115, -5.427587032318115, -26.07682960831221, -1, -1, -1, -1
215, -37.12785816192627, -4.125317573547363, -18.850308755770488, -1, -1, -1, -1
216, -29.014506340026855, -2.9014506340026855, -13.940013001966161, -1, -1, -1, -1
217, -88.48354053497314, -4.213501930236816, -27.37819509230489, -1, -1, -1, -1
218, -44.13889837265015, -4.012627124786377, -20.139398895276297, -1, -1, -1, -1
219, -39.52361822128296, -7.904723644256592, -26.265017583172707, -1, -1, -1, -1
220, -61.290780544281006, -4.714675426483154, -25.450607212398545, -1, -1, -1, -1
221, -35.076839447021484, -5.846139907836914, -21.598684822906204, -1, -1, -1, -1
222, -31.711714267730713, -3.1711714267730713, -15.235885940163572, -1, -1, -1, -1
223, -41.814077615737915, -3.8012797832489014, -19.078645357927368, -1, -1, -1, -1
224, -29.760499954223633, -3.720062494277954, -16.032695384990557, -1, -1, -1, -1
225, -20.96606731414795, -4.19321346282959, -13.932786304457004, -1, -1, -1, -1
226, -152.51806592941284, -4.122109889984131, -32.15458119384799, -1, -1, -1, -1
